
Set up filters in Gmail,https://docs.google.com/document/d/1-w5Yzi2KOOsFjPyjTMwpbwyEoDhZxC1svCwNDUlFftg/edit,,,
Google Apps Training,/the-hub/column-1/google-apps-support/google-apps-training,,,
Steps Everyone Needs To Know How To Do,https://drive.google.com/drive/folders/0B5-CXEME0ymbMldBYlZDTUI1cXM,,,
Synergyse Training Library,https://drive.google.com/drive/folders/0B5-CXEME0ymbTWR5M0lTNDJHbDg,,,
Use Synergyse Google Apps Training to improve your skills.,https://docs.google.com/document/d/1EPR0n6udOy0VJBPf3yqnYN1CoVpZ6zXkE8VulgHgqQE/edit,,,
Google Drive,/the-hub/column-1/google-apps-support/google-drive,,,
Faculty and Staff Resources,https://docs.google.com/document/d/101xZEiEdu72Z9Aq-T4UdecVz-QHzwopjEE7-f5SPVHk/edit#bookmark=id.50hr91kp2lus,,,
Get Stuff Into Google Drive,https://docs.google.com/document/d/1cEVzIHGJylGIFkEtoZ6OVrCwQyfueRxovw_szcKeHvE/edit,,,
Save a web page into your My Drive,https://docs.google.com/document/d/1ew1EbY-BFyf0dKwr5aCmcY-rdcypdKWVE20Q0P61zJw/edit,,,
Student Resources,https://docs.google.com/document/d/101xZEiEdu72Z9Aq-T4UdecVz-QHzwopjEE7-f5SPVHk/edit#bookmark=id.50hr91kp2lus,,,
Google Groups,/the-hub/column-1/google-apps-support/google-groups,,,
Request to have a Google Group Created,https://nmhschool.okta.com/login/login.htm?fromURI=%2Fapp%2Fgoogle%2Fkw7f1lbcBHWYLFVGIDTM%2Fsso%2Fsaml%3FSAMLRequest%3DfVJNT9wwEL1X6n%252BwfM8XQqW1NkELCHUl2kZs4MDN60wSL7bH9Ti77b8nmwUBB7g%252Bv3kf41mc%252F7OG7SCQRlfyIs05A6ew1a4v%252BV1znXzn59XXLwuS1nixHOPgbuHvCBTZNOlIzA8lH4MTKEmTcNICiajEevnrRpykufABIyo0nK2uSo6%252B7b0FbbzXuPXK2u2j7jb6sTUezGYLg%252Bv6jXGc3b%252FEOjnEWhGNsHIUpYsTlBdnSf4tyYsmPxXFD1GcPXBWPztdaHds8FmszZFE4mfT1En9Z93MAjvdQvg9sUveI%252FYGUoX2YF9LIr2b4E4aAs6WRBDiFPASHY0WwhrCTiu4u70p%252BRCjJ5Fl%252B%252F0%252BfZXJZObsQGpANCmGPpOKeDUvV8z9wputfp5evrjz6mP9RfZGunr%252BxEO31VWNRqv%252FbGkM7i8DyDgVi2Gcel1jsDJ%252B7F6kxYzoNulmqhgdeVC609ByllVH1%252FfXMt3QEw%253D%253D%26RelayState%3Dhttps%253A%252F%252Fwww.google.com%252Fa%252Fnmhschool.org%252FServiceLogin%253Fservice%253Dwise%2526passive%253Dtrue%2526continue%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fforms%25252Fd%25252F12LN-wJ4QUd5fzimXY70fRkArO0ETSRFkFgFunWqoQDg%25252Fviewform%25253Fentry.1952830598%252526entry.1487280742%252526entry.1902847371%25253DEnglish%25252BUS%252526entry.1373616509%25253DOnly%25252Bthe%25252BMembers%25252Bof%25252Bthe%25252BGroup%25252BCan%25252BSend%25252Bto%25252BThis%25252BGroup%252526entry.1214317606%25253DOnly%2526followup%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fforms%25252Fd%25252F12LN-wJ4QUd5fzimXY70fRkArO0ETSRFkFgFunWqoQDg%25252Fviewform%25253Fentry.1952830598%252526entry.1487280742%252526entry.1902847371%25253DEnglish%25252BUS%252526entry.1373616509%25253DOnly%25252Bthe%25252BMembers%25252Bof%25252Bthe%25252BGroup%25252BCan%25252BSend%25252Bto%25252BThis%25252BGroup%252526entry.1214317606%25253DOnly%2526ltmpl%253Dforms,,,
Set Group communication preferences,https://docs.google.com/document/d/118SH3XZsL6nR8IAXyqLDrheAUwDRYQcuAGzY6bJlChU/edit#bookmark=id.8p75s32w1xf2,,,
What's the best way to add people to a Google Group?,https://docs.google.com/document/d/1_z9rsEjHUg9VhhuX1HWng_U9lfS81kJy6SMT2P8oRJA/edit,,,
Google Sites,/the-hub/column-1/google-apps-support/google-sites,,,
NMH-Branded Google Sites Template,https://www.google.com/a/nmhschool.org/ServiceLogin2?continue=https%3A%2F%2Fsites.google.com%2Fa%2Fnmhschool.org%2Fsites%2Fsystem%2Fapp%2Fpages%2Fmeta%2Fdashboard%2Fcreate-new-site%3Fst%3Dhttps%3A%2F%2Fsites.google.com%2Fa%2Fnmhschool.org%2Fnmh-template-v2%2F%26title%3DNMH%2BTemplate%2BV2&followup=https%3A%2F%2Fsites.google.com%2Fa%2Fnmhschool.org%2Fsites%2Fsystem%2Fapp%2Fpages%2Fmeta%2Fdashboard%2Fcreate-new-site%3Fst%3Dhttps%3A%2F%2Fsites.google.com%2Fa%2Fnmhschool.org%2Fnmh-template-v2%2F%26title%3DNMH%2BTemplate%2BV2&service=jotspot&passive=true&ul=1,,,
Launch NMH Google Apps,https://nmhschool.okta.com/login/login.htm?fromURI=%2Fapp%2FUserHome,,,
Okta (Single Sign On),/the-hub/column-1/google-apps-support/okta-single-sign-on,,,
Initial Configuration:,/the-hub/column-1/google-apps-support/initial-configuration,,,
Community members,https://docs.google.com/document/d/1Es5GYe_t_B5mQ7sWw9SXVIV9qULwfnZI7FSfSjknGuw/pub,,,
Students and employees,https://docs.google.com/document/d/1Es5GYe_t_B5mQ7sWw9SXVIV9qULwfnZI7FSfSjknGuw/edit,,,
Resetting Your Okta Password:,/the-hub/column-1/google-apps-support/resetting-your-okta-password,,,
Community members,https://docs.google.com/document/d/1Ji-Ij-KmKmX4j3Z8Ad0UCdLNKcM7F9UQEDGzvpjcMsk/pub,,,
Students and employees,https://docs.google.com/document/d/1Ji-Ij-KmKmX4j3Z8Ad0UCdLNKcM7F9UQEDGzvpjcMsk/edit?usp=sharing,,,
Printing,/the-hub/column-1/google-apps-support/printing,,,
Secure Print Instructions: Gmail,https://docs.google.com/document/d/1sRLscEK_Y46SqocPFjWEGdw1uOLfCUqPTO8Dl_bIuqI/edit,,,
Secure Print Instructions: Google Drive,https://docs.google.com/document/d/1igRRw8RosVb-FqBF2CLYSFwEHiwq5SNp5S9fGNh81KU/edit,,,
Access Virtual Desktop,http://mydesktop.nmhschool.org/,,,
IT / Phone Help Desk,http://helpdesk.nmhschool.org/TrackItWeb/SelfService/Login/?showErrors=true,,,
Okta (Single Sign On),/the-hub/column-1/information-technology/okta-single-sign-on,NO,,
Initial Configuration,/the-hub/column-1/information-technology/okta-single-sign-on/initial-configuration,NO,,
Community members,https://docs.google.com/document/d/1Es5GYe_t_B5mQ7sWw9SXVIV9qULwfnZI7FSfSjknGuw/pub,,,
Students and employees,https://docs.google.com/document/d/1Es5GYe_t_B5mQ7sWw9SXVIV9qULwfnZI7FSfSjknGuw/edit,,,
Resetting Your Okta Password,/the-hub/column-1/information-technology/okta-single-sign-on/resetting-your-okta-password,,,
Community members,https://docs.google.com/document/d/1Ji-Ij-KmKmX4j3Z8Ad0UCdLNKcM7F9UQEDGzvpjcMsk/pub,,,
Students and employees,https://docs.google.com/document/d/1Ji-Ij-KmKmX4j3Z8Ad0UCdLNKcM7F9UQEDGzvpjcMsk/edit?usp=sharing,,,
Technology Information,https://drive.google.com/drive/folders/0B5-CXEME0ymbYnZabndyTjB1WVk,,,
Virtual DeskTop: MacOS,https://www.youtube.com/watch?v=oqVoR6Zs8S0,,,
Information Security Plan,https://docs.google.com/document/d/1bJ4BxWxy9y-oTnz1nomkoaNNcq_PAps8PeEDyZYsNYg/edit,,,
DocStar,https://helios17.nmhschool.org/EclipseWeb/Account/Login?fromHome=true,,,
Strategic Plan,http:////www.nmhstrategicplan.com/,,,
Strategic Plan Task Forces,/the-hub/column-1/strategic-plan/strategic-plan-task-forces,,,
Advising,https://docs.google.com/document/d/1ZHLW7wFd-HpcIkNJXi5pVpinhbDsES8jSzl6R0-n-W8/edit,,,
Athletics,https://docs.google.com/document/d/1tnn_BZ4RxGjkuG1gfeq8c7pIiOqfNjOYlru7v4D26ho/edit,,,
Educational Innovation,https://docs.google.com/document/d/183e50zCrRMCGebROCnAijJNXa-IWvEZpVKTtES06gv8/edit,,,
Equity and Access,https://docs.google.com/document/d/183e50zCrRMCGebROCnAijJNXa-IWvEZpVKTtES06gv8/edit,,,
Health and Wellness,https://docs.google.com/document/d/1CxDXpQaTbUZggxl4eyZFALPAXYw23QeC0KH3x4f6BgI/edit,,,
Integrative Math and Science Education,https://docs.google.com/document/d/1KuQnjB6a6sBwO-3YPJqofgJ2-rj3V7eCXTkoays9wBE/edit,,,
Learning through Action,https://docs.google.com/document/d/1wQdq_rQIk6NYKxw3u8f21mqPL4_h1RH80SUGgWUB7A0/edit,,,
Sustainability and Resilience,https://docs.google.com/document/d/1iC9FSJ3LwAbjcO-1Gxj2C7S8C6N98PG2RkcxsXhrzNI/edit,,,
NMH Social,/alumni/stay-connected/nmh-social-media,,,
WNMH Radio,http://radio.securenetsystems.net/v5/wnmh,,,Students
NMH Magazine,/,,,Both
NMH News,/news-events/news-stories,,,Both
NMH Weather Forecast,https://www.wunderground.com/cgi-bin/findweather/getForecast?query=01354&sp=KMAMTHER2,NO,,
Weather Station History,https://www.wunderground.com/personal-weather-station/dashboard?ID=KMAMTHER2,NO,,
Parent Update,/parents/parent-update-e-newsletter,,,
ADP Login page,https://workforcenow.adp.com/,,,Adults
Benefits,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0Bzpqea1ziaesMEJMWExsckVhMFE%3Fusp%3Dsharing&followup=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0Bzpqea1ziaesMEJMWExsckVhMFE%3Fusp%3Dsharing&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,Adults
Ethics Point,https://secure.ethicspoint.com/domain/media/en/gui/31719/index.html,,,Adults
Working at NMH,https://docs.google.com/a/nmhschool.org/document/d/1ETkaRLIt2TgcaifufnUcuPnSRRc34SHifj3zvCK0l4Q/edit?usp=sharing,,,Adults
Job Postings,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F1SvCxCs3hGc-YLAdgTvhKXXU4zDSGFpXsTXNS-Z4xsNI%2Fedit&followup=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F1SvCxCs3hGc-YLAdgTvhKXXU4zDSGFpXsTXNS-Z4xsNI%2Fedit&ltmpl=docs&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,Adults
Annual Notices,https://drive.google.com/a/nmhschool.org/folderview?id=0B-WfN8IHiQP2LWxNY0xHVDMyWTQ&usp=drive_web,,,Adults
By-laws of the Faculty,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F15J0DmmcIE6dZTHXpxUDOQQm_g1OWa4KHbB0tPDT7eWg%2Fedit&followup=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F15J0DmmcIE6dZTHXpxUDOQQm_g1OWa4KHbB0tPDT7eWg%2Fedit&ltmpl=docs&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,Adults
Faculty Committee Rosters,https://nmhschool.okta.com/login/login.htm?fromURI=%2Fapp%2Fgoogle%2Fkw7f1lbcBHWYLFVGIDTM%2Fsso%2Fsaml%3FSAMLRequest%3DfVJNTxsxEL0j8R8s3%252Fcr0IKs7KIUhBqJtqtk4dCb8U52nXo9rseblH9fZwMCDuDj8%252FP7GM%252F86t9g2A48abQlL9KcM7AKW227kt83t8klv6pOT%252BYkB%252BPEYgy9XcHfESiw%252BNKSmC5KPnorUJImYeUAJIIS68WPOzFLc%252BE8BlRoOFvelPzRAHQGsTduiGdrtl3rNs4pdBaU0fqPM3Lbd5w9vMSaHWItiUZYWgrShgjlxUWSf03yosnPxdlMfDn%252FzVn97PRN22ODz2I9HkkkvjdNndS%252F1s0ksNMt%252BJ%252BRXfIOsTOQKhwO9rUk0rsIb6Qh4GxBBD7EgNdoaRzAr8HvtIL71V3J%252BxAciSzb7%252Ffpq0wmMzv0pHpEk6LvMqmIV9NwxdTPv5nq5%252BnlizuvPtafZ2%252Bkq%252BdPPHRb3tRotHpiC2Nwf%252B1Bhlgs%252BDH2ukU%252FyPCxe5EWE6LbZDNRxWjJgdIbDS1nWXV0fb8tcYf%252BAw%253D%253D%26RelayState%3Dhttps%253A%252F%252Fwww.google.com%252Fa%252Fnmhschool.org%252FServiceLogin%253Fservice%253Dwise%2526passive%253Dtrue%2526continue%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fdocument%25252Fd%25252F1xQfMKhndmmB3fqrZACq9ceo3GVqkspJTQau6pfi8lls%25252Fedit%25253Fusp%25253Dsharing%2526followup%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fdocument%25252Fd%25252F1xQfMKhndmmB3fqrZACq9ceo3GVqkspJTQau6pfi8lls%25252Fedit%25253Fusp%25253Dsharing%2526ltmpl%253Ddocs,,,Adults
Faculty Meeting Minutes,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0B5-CXEME0ymbTVAyZklsODBJdGc&followup=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0B5-CXEME0ymbTVAyZklsODBJdGc&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,Adults
Committee Meeting Minutes,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0B5-CXEME0ymbN0FlMVNXWGhUcTA%3Fusp%3Dsharing&followup=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0B5-CXEME0ymbN0FlMVNXWGhUcTA%3Fusp%3Dsharing&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,Adults
Governance Committee Self Evals,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0B2KItIZg1032WDdib3VKTS1MVG8&followup=https%3A%2F%2Fdrive.google.com%2Fdrive%2Ffolders%2F0B2KItIZg1032WDdib3VKTS1MVG8&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,Adults
FLC Submission Form,https://nmhschool.okta.com/login/login.htm?fromURI=%2Fapp%2Fgoogle%2Fkw7f1lbcBHWYLFVGIDTM%2Fsso%2Fsaml%3FSAMLRequest%3DfVJNT9wwEL0j9T9YvueLllJZm6AtCHUl2kZs4MDN2JPErO1JPc5u%252BfdksyDgANfnN%252B9jPIuz%252F86yLQQy6EtepDln4BVq47uS3zSXyQ9%252BVn05WpB0dhDLMfb%252BGv6NQJFNk57E%252FFDyMXiBkgwJLx2QiEqsl7%252BvxHGaiyFgRIWWs9VFyTfQ32unB23l5mFj2w7bB91ZqZzqvW697jo9tM5zdvsS63gfa0U0wspTlD5OUF6cJvn3JC%252Ba%252FJv4eiKKkzvO6menn8YfGnwW6%252F5AIvGraeqk%252FrtuZoGt0RD%252BTOySd4idhVSh29vXkshsJ7iVloCzJRGEOAU8R0%252Bjg7CGsDUKbq6vSt7HOJDIst1ul77KZDLzrifVI9oUQ5dJRbyalyvmfuHNVj9PL1%252FcefWx%252FiJ7I109f%252BK%252B2%252BqiRmvUI1tai7vzADJOxWIYp16XGJyMH7sXaTEjRiftTBWjpwGUaQ1ozrLq4Pr%252BWqYbegI%253D%26RelayState%3Dhttps%253A%252F%252Fwww.google.com%252Fa%252Fnmhschool.org%252FServiceLogin%253Fservice%253Dwise%2526passive%253Dtrue%2526continue%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fforms%25252Fd%25252Fe%25252F1FAIpQLSe21G50Glq4uB9h9vQYtAvNaLlwyB9YsK5dsjM4M5rtx-sLug%25252Fviewform%2526followup%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fforms%25252Fd%25252Fe%25252F1FAIpQLSe21G50Glq4uB9h9vQYtAvNaLlwyB9YsK5dsjM4M5rtx-sLug%25252Fviewform%2526ltmpl%253Dforms,,,
Academics and School Life,/the-hub/column-2/forms-and-reports/academics-and-school-life,,,
Tutoring Information,https://drive.google.com/drive/folders/0B5-CXEME0ymbaFhETmVsd2pTTTA?usp=sharing,,,
Coming and Going,https://nmhschool.okta.com/login/login.htm?fromURI=%2Fapp%2Fgoogle%2Fkw7f1lbcBHWYLFVGIDTM%2Fsso%2Fsaml%3FSAMLRequest%3DfVLLTuswEN0j8Q%252BW93kVXYGsJqiAEJWAG9HAgp3rTBJTe5zrcVru35OmIGAB2%252BMz5zGe%252BfmrNWwLnrTDnGdxyhmgcrXGNueP1XV0xs%252BL46M5SWt6sRhChw%252FwbwAKbJxEEtNDzgePwknSJFBaIBGUWC3ubsUsTkXvXXDKGc6WVznfoEMDTYNg8WWtN2bTyFo3Hdb9pl2%252F1NYqs251w9nTR6zZPtaSaIAlUpAYRijNTqP0T3SSVempSGciy545K9%252BdLjQeGvwWa30gkbipqjIq%252F66qSWCra%252FD3IzvnrXOtgVg5u7cvJZHejnAjDQFnCyLwYQx46ZAGC34FfqsVPD7c5rwLoSeRJLvdLv6USWSCtiPVOWdi59tEKuLFtFwx9fNftvp7evnhzouf9efJF%252Bni%252FRP33ZZXpTNa%252FWcLY9zu0oMMY7Hgh7HXtfNWhp%252FdszibEF1HzUQVA1IPSjcaas6S4uD6%252FVrGG3oD%26RelayState%3Dhttps%253A%252F%252Fwww.google.com%252Fa%252Fnmhschool.org%252FServiceLogin%253Fservice%253Dwise%2526passive%253Dtrue%2526continue%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fdocument%25252Fd%25252F11C-3dv-dJETpaAjlYA0Xv01i9Ak52w_XMuKDeGvb2as%25252Fedit%25253Fusp%25253Dsharing%2526followup%253Dhttps%25253A%25252F%25252Fdocs.google.com%25252Fa%25252Fnmhschool.org%25252Fdocument%25252Fd%25252F11C-3dv-dJETpaAjlYA0Xv01i9Ak52w_XMuKDeGvb2as%25252Fedit%25253Fusp%25253Dsharing%2526ltmpl%253Ddocs,,,
Course Registration Forms and Information,/the-hub/column-2/forms-and-reports/academics-and-school-life/course-registration-forms-and-information,,,
Course Registration Information,/the-hub/column-2/forms-and-reports/academics-and-school-life/course-registration-forms-and-information/course-registration-information,,,
Course Registration Timeline,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F1MxLxnsit4Ub6_PlHj3d-BPL0TBR3qhTYvnuAf9Jvif4%2Fedit&followup=https%3A%2F%2Fdocs.google.com%2Fdocument%2Fd%2F1MxLxnsit4Ub6_PlHj3d-BPL0TBR3qhTYvnuAf9Jvif4%2Fedit&ltmpl=docs&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,,
Course Request Worksheet,https://nmhschoolorg.finalsite.com/uploaded/The_Hub/ER17-CourseRequest.pdf?1506970945750,,,
Schedule Planning Recommendations,https://accounts.google.com/signin/v2/sl/pwd?service=wise&passive=1209600&continue=https%3A%2F%2Fdocs.google.com%2Fpresentation%2Fd%2F1OYolHYDoI7eLN4mDnx18XBrYxDyHQl2yFfo-sNyQ_sY%2Fedit&followup=https%3A%2F%2Fdocs.google.com%2Fpresentation%2Fd%2F1OYolHYDoI7eLN4mDnx18XBrYxDyHQl2yFfo-sNyQ_sY%2Fedit&ltmpl=slides&flowName=GlifWebSignIn&flowEntry=ServiceLogin#slide=id.p,,,
